Unnamed: 0,title,description,job_level,languages,assessment_length,downloads,url,test_type,content_hash
484,Typing (New),typing based test that evaluates typing speed and accuracy,entrylevel,english usa,2.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Typing (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/typing-new/,s,2f147173ea3cc6c83ebc7e25622461f6
485,Jenkins (New),multichoice test that measures the knowledge of jenkins configuration and deployment plugins nodes build jobs and testing,midprofessional professional individual contributor,english usa,6.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Jenkins (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,k,dabde9a5a085516d634bf61393c43e65
486,Cardiology and Diabetes Management (New),multichoice test that measures the knowledge of how to control and manage cardiovascular diseases and diabetes and understanding of the diagnostic tests used for them,graduate midprofessional professional individual contributor,english usa,4.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Cardiology and Diabetes Management (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/cardiology-and-diabetes-management-new/,k,3254695975af4abb16c66df94907b3d1
487,Mechanical Engineering (New),multichoice test that measures the conceptual knowledge of fluid and machine mechanics thermodynamics ic engines and manufacturing science,graduate midprofessional professional individual contributor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Mechanical Engineering (New).pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/SHL Mechanical Engineering (New) Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,k,6999dc618dc347f1413bfd030a22040d
488,Manual Testing (New),multichoice test that measures the knowledge of the software testing life cycle testing tools and techniques design of test cases and generation of test reports,midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Manual Testing (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/manual-testing-new/,k,fe9c9737bbe79a4d21d78b1ebf78e73c
489,Apprentice + 8.0 Job Focused Assessment,the apprentice 80 jobfocused assessment is a short targeted globally applicable assessment which includes a short cognitive ability measure this assessment is designed for entrylevel positions appropriate for countries and industries that use an apprenticeship model it is intended to be used multinationally for organisations whose business spans across regions,general population graduate entrylevel,english international german,30.0,"[{'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Detailed Sample Report (English - Aug 2023).pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Candidate Sample Report (English - Aug 2023).pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Interview Sample Report (English - Aug 2023).pdf', 'language': 'Multi-language'}, {'name': 'Fact Sheet', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 JFA Product Fact Sheet.pdf', 'language': 'Multi-language'}, {'name': 'Candidate Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Candidate Sample Report (German - Aug 2023).pdf', 'language': 'Multi-language'}, {'name': 'Interview Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Interview Sample Report (German - Aug 2023).pdf', 'language': 'Multi-language'}, {'name': 'Detailed Report', 'url': 'https://service.shl.com/docs/Apprentice %2B8.0 - Detailed Sample Report (German - Aug 2023).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,b p,48cfdcd6ed432ebefc92935e0a76130f
490,MS Access (New),multichoice test that measures the knowledge and basic understanding of ms access programming,entrylevel graduate manager midprofessional professional individual contributor supervisor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/MS Access (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,k,23f84017fc3b72d9aa3fecab37b7386d
491,Organic Chemistry (New),multichoice test that measures the knowledge of the basic concepts in organic chemistry,graduate midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Organic Chemistry (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/,k,cd1f1c0935f97f856dba804969667646
492,Automata - Fix (New),a simulated compiler integrated test to measure debugging skills in c c and java the test checks the ability to fix logical or syntactical errors and to reuse an existing code your use of this assessment product may be subject to new york city law 144 regulation of the use of automated employment decision tools dated july 5 2023 compliance with law 144 is your responsibility read more on httpswwwshlcomlegalshlusregulatorycompliance,midprofessional,english usa,20.0,"[{'name': 'Product fact sheet', 'url': 'https://service.shl.com/docs/Automata Fix.pdf', 'language': 'Multi-language'}, {'name': 'Sample Report', 'url': 'https://service.shl.com/docs/Automata Fix Sample Report.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/automata-fix-new/,s,f66e8d8dab57da259925eca0d3f357f1
493,SQL Server Integration Services (SSIS) (New),multichoice test that measures the knowledge of ssis architecture components control flow data flow transformation sql server tasks ssis administration debugging logging security deployment performance package scheduling execution and configuration,midprofessional professional individual contributor,english usa,10.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/SQL Server Integration Services (SSIS) (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,k,1062c7b1f5f26c14e19e6cedef4b51cd
494,iOS Development (New),multichoice test that measures the knowledge of objective c nsobject ios fundamentals and ui design on ios phones,midprofessional professional individual contributor,english usa,7.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/iOS Development (New).pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/,k,78e07cabed2ec554b8f8889d3e814792
495,Global Skills Development Report,this report is designed to be given to individuals who have completed the global skills assessment gsa with coverage across the great 8 domains this measure of selfreported behaviors offers a complete overview of their current skills participants receive actionable tips on leveraging their top skill strengths and how they might develop their growth skills,,,,"[{'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Global Skills Development Report International English.pdf', 'language': 'Multi-language'}, {'name': 'Global Skills Development Report (Reskilling) International English', 'url': 'https://service.shl.com/docs/Global Skills Development Report with Reskilling UKE.pdf', 'language': 'English'}, {'name': 'Sample Report (Development)', 'url': 'https://service.shl.com/docs/Global Skills Development Report US English.pdf', 'language': 'Multi-language'}, {'name': 'Global Skills Development Report (Reskilling) US English', 'url': 'https://service.shl.com/docs/Global Skills Development Report with Reskilling UKE.pdf', 'language': 'English'}]",https://www.shl.com/solutions/products/product-catalog/view/global-skills-development-report/,a e b c d p,3a357713bda0bff55859def64bd3d21e
496,SHL Verify Interactive – Deductive Reasoning,measures the ability to draw logical conclusions based on information provided identify strengths and weaknesses of arguments and complete scenarios using incomplete information,graduate manager midprofessional professional individual contributor,chinese traditional romanian turkish polish greek latin american spanish portuguese brazil japanese hungarian czech french canada slovak serbian english international english usa german italian indonesian korean russian arabic danish finnish norwegian swedish estonian latvian lithuanian french dutch chinese simplified spanish portuguese,20.0,"[{'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DA FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive NL FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive FR FINAL V2.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive DE FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive IT FINAL V3.pdf', 'language': 'Multi-language'}, {'name': 'Product Fact Sheet', 'url': 'https://service.shl.com/docs/Product Factsheet_Verify Interactive Deductive SV FINAL V2.pdf', 'language': 'Multi-language'}]",https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,a s,8cc4d79889acbdabaa55b12ee7ad185d
